currentWeekPosition,previousWeekPosition,peakPosition,Total Weeks,titleArtist,entryDate,entryPosition,,,Song Title,Artist,
100,NEW,100,1,Lose It                                                     QUAVO featuring LIL BABY,2018-10-27,100,100,1,Lose It, QUAVO featuring LIL BABY,
1,1,1,20,Girls Like You                                              MAROON 5 featuring CARDI B,2018-06-09,94,1,31,Girls Like You,MAROON 5 featuring CARDI B,
2,3,2,22,Lucid Dreams                                                JUICE WRLD,2018-05-26,74,2,33,Lucid Dreams,JUICE WRLD,
3,4,3,24,Better Now                                                  POST MALONE,2018-05-12,7,3,35,Better Now,POST MALONE,
4,25,4,4,Drip Too Hard                                               LIL BABY & GUNNA,2018-09-29,28,4,15,Drip Too Hard, LIL BABY & GUNNA,
5,28,5,2,Shallow                                                     LADY GAGA & BRADLEY COOPER,2018-10-13,28,5,13,Shallow, LADY GAGA & BRADLEY COOPER,
6,6,4,10,Sicko Mode                                                  TRAVIS SCOTT,2018-08-18,4,1,21,Sicko Mode,TRAVIS SCOTT,
7,8,7,19,Youngblood                                                  5 SECONDS OF SUMMER,2018-06-16,96,7,30,Youngblood,5 SECONDS OF SUMMER,
8,13,8,8,Happier                                                     MARSHMELLO & BASTILLE,2018-09-01,63,3,19,Happier, MARSHMELLO & BASTILLE,
9,11,1,27,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",2018-04-21,8,1,38,I Like It," CARDI B, BAD BUNNY & J BALVIN",
10,12,3,12,FeFe                                                        6IX9INE featuring NICKI MINAJ & MURDA BEATZ,2018-08-04,4,3,20,FeFe,6IX9INE featuring NICKI MINAJ & MURDA BEATZ,
11,9,1,15,In My Feelings                                              DRAKE,2018-07-14,6,1,22,In My Feelings,DRAKE,
12,16,9,34,Love Lies                                                   KHALID & NORMANI,2018-03-03,43,9,45,Love Lies, KHALID & NORMANI,
13,19,13,12,Natural                                                     IMAGINE DRAGONS,2018-08-04,37,13,23,Natural, IMAGINE DRAGONS,
14,15,8,20,Taste                                                       TYGA featuring OFFSET,2018-06-09,82,8,29,Taste, TYGA featuring OFFSET,
15,NEW,15,1,Never Recover                                               LIL BABY & GUNNA featuring DRAKE,2018-10-20,15,15,8,Never Recover, LIL BABY & GUNNA featuring DRAKE,
16,20,16,10,Trip                                                        ELLA MAI,2018-08-18,79,11,21,Trip,ELLA MAI,
17,18,6,5,I Love It                                                   KANYE WEST & LIL PUMP,2018-09-22,6,6,12,I Love It, KANYE WEST & LIL PUMP,
18,NEW,18,1,Without Me                                                  HALSEY,2018-10-20,18,2,12,Without Me,HALSEY,
19,23,2,15,Nonstop                                                     DRAKE,2018-07-14,2,2,22,Nonstop, DRAKE,
20,29,20,13,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",2018-07-28,56,16,24,Eastside,"BENNY BLANCO, HALSEY & KHALID",
21,22,18,22,Back To You                                                 SELENA GOMEZ,2018-05-26,50,18,26,Back To You, SELENA GOMEZ,
22,21,8,13,God Is A Woman                                              ARIANA GRANDE,2018-07-28,11,8,22,God Is A Woman,ARIANA GRANDE,
23,2,2,2,Mona Lisa                                                   LIL WAYNE featuring KENDRICK LAMAR,2018-10-13,2,2,8,Mona Lisa, LIL WAYNE featuring KENDRICK LAMAR,
24,38,24,7,Mo Bamba                                                    SHECK WES,2018-09-08,82,6,18,Mo Bamba,SHECK WES,
25,NEW,25,1,Stoopid                                                     6IX9INE featuring BOBBY SHMURDA,2018-10-20,25,25,9,Stoopid, 6IX9INE featuring BOBBY SHMURDA,
26,31,6,22,Yes Indeed                                                  LIL BABY & DRAKE,2018-05-26,49,6,29,Yes Indeed,LIL BABY & DRAKE,
27,32,16,16,"Big Bank                                                    YG featuring 2 CHAINZ, BIG SEAN & NICKI  MINAJ",2018-07-07,56,16,21,Big Bank,"YG featuring 2 CHAINZ, BIG SEAN & NICKI MINAJ",
28,NEW,28,1,Close Friends                                               LIL BABY,2018-10-20,28,28,11,Close Friends, LIL BABY,
29,7,7,2,Uproar                                                      LIL WAYNE,2018-10-13,7,7,13,Uproar,LIL WAYNE,
30,33,5,28,Boo'd Up                                                    ELLA MAI,2018-04-14,78,5,35,Boo'd Up,ELLA MAI,
31,27,27,2,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",2018-10-13,27,11,13,Taki Taki," DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",
32,30,5,11,"No Brainer                                                  DJ KHALED featuring JUSTIN BIEBER, CHANCE THE RAPPER & QUAVO",2018-08-11,5,5,15,No Brainer,"DJ KHALED featuring JUSTIN BIEBER, CHANCE THE RAPPER & QUAVO",
33,37,12,31,Delicate                                                    TAYLOR SWIFT,2018-03-24,84,12,35,Delicate,TAYLOR SWIFT,
34,35,2,51,Meant To Be                                                 BEBE REXHA & FLORIDA GEORGIA LINE,2017-11-11,61,2,52,Meant To Be, BEBE REXHA & FLORIDA GEORGIA LINE,
35,49,35,8,High Hopes                                                  PANIC! AT THE DISCO,2018-09-01,90,5,19,High Hopes,PANIC! AT THE DISCO,
36,NEW,36,1,I'll Never Love Again                                       LADY GAGA,2018-10-20,36,36,6,I'll Never Love Again, LADY GAGA,
37,41,1,32,Sad!                                                        XXXTENTACION,2018-03-17,17,1,38,Sad!,XXXTENTACION,
38,44,1,33,Psycho                                                      POST MALONE featuring TY DOLLA $IGN,2018-03-10,2,1,39,Psycho,POST MALONE featuring TY DOLLA $IGN,
39,48,39,13,Broken                                                      LOVELYTHEBAND,2018-07-28,84,29,22,Broken,LOVELYTHEBAND,
40,42,27,35,I Like Me Better                                            LAUV,2018-02-24,96,27,41,I Like Me Better,LAUV,
41,NEW,41,1,Always Remember Us This Way                                 LADY GAGA,2018-10-20,41,41,6,Always Remember Us This Way, LADY GAGA,
42,45,36,13,I'm A Mess                                                  BEBE REXHA,2018-07-28,92,35,20,I'm A Mess,BEBE REXHA,
43,NEW,43,1,Venom                                                       EMINEM,2018-10-20,43,43,4,Venom, EMINEM,
44,43,3,25,No Tears Left To Cry                                        ARIANA GRANDE,2018-05-05,3,3,27,No Tears Left To Cry,ARIANA GRANDE,
45,46,5,37,"The Middle                                                  ZEDD, MAREN MORRIS & GREY",2018-02-10,23,5,40,The Middle,"ZEDD, MAREN MORRIS & GREY",
46,51,30,4,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,2018-09-29,30,11,15,Wake Up In The Sky,GUCCI MANE & BRUNO MARS & KODAK BLACK,
47,52,42,10,Beautiful                                                   BAZZI featuring CAMILA CABELLO,2018-08-18,60,30,21,Beautiful, BAZZI featuring CAMILA CABELLO,
48,53,32,19,Simple                                                      FLORIDA GEORGIA LINE,2018-06-16,55,32,20,Simple,FLORIDA GEORGIA LINE,
49,50,21,30,Tequila                                                     DAN + SHAY,2018-03-31,87,21,37,Tequila, DAN + SHAY,
50,40,13,4,Falling Down                                                LIL PEEP & XXXTENTACION,2018-09-29,47,13,11,Falling Down,LIL PEEP & XXXTENTACION,
51,58,48,9,She Got The Best Of Me                                      LUKE COMBS,2018-08-25,95,34,20,She Got The Best Of Me,LUKE COMBS,
52,61,49,8,Ring                                                        CARDI B featuring KEHLANI,2018-09-01,85,36,16,Ring,CARDI B featuring KEHLANI,
53,34,3,4,Killshot                                                    EMINEM,2018-09-29,3,3,8,Killshot,EMINEM,
54,NEW,54,1,Off White VLONE                                             LIL BABY & GUNNA featuring LIL DURK & NAV,2018-10-20,54,54,1,Off White VLONE, LIL BABY & GUNNA featuring LIL DURK & NAV,
55,68,22,8,Breathin'                                                   ARIANA GRANDE,2018-09-01,22,12,19,Breathin', ARIANA GRANDE,
56,63,46,9,Drew Barrymore                                              BRYCE VINE,2018-08-25,91,46,14,Drew Barrymore,BRYCE VINE,
57,64,56,7,Smile (Living My Best Life)                                 LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,2018-09-08,83,56,17,Smile (Living My Best Life), LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,
58,60,52,8,Blue Tacoma                                                 RUSSELL DICKERSON,2018-09-01,77,52,15,Blue Tacoma, RUSSELL DICKERSON,
59,66,52,14,Jackie Chan                                                 TIESTO & DZEKO featuring PREME & POST MALONE,2018-07-21,88,52,19,Jackie Chan, TIESTO & DZEKO featuring PREME & POST MALONE,
60,5,5,2,Don't Cry                                                   LIL WAYNE featuring XXXTENTACION,2018-10-13,5,5,3,Don't Cry, LIL WAYNE featuring XXXTENTACION,
61,NEW,61,1,Business Is Business                                        LIL BABY & GUNNA,2018-10-20,61,61,1,Business Is Business,LIL BABY & GUNNA,
62,54,24,4,New Patek                                                   LIL UZI VERT,2018-09-29,38,24,7,New Patek, LIL UZI VERT,
63,NEW,63,1,Is That Alright?                                            LADY GAGA,2018-10-20,63,63,1,Is That Alright?,LADY GAGA,
64,55,6,6,Lucky You                                                   EMINEM featuring JOYNER LUCAS,2018-09-15,6,6,12,Lucky You, EMINEM featuring JOYNER LUCAS,
65,72,61,12,Lose It                                                     KANE BROWN,2018-08-04,98,28,19,Lose It, KANE BROWN,
66,73,49,13,Break Up In The End                                         COLE SWINDELL,2018-07-28,91,49,16,Break Up In The End, COLE SWINDELL,
67,10,10,2,Let It Fly                                                  LIL WAYNE featuring TRAVIS SCOTT,2018-10-13,10,10,2,Let It Fly,LIL WAYNE featuring TRAVIS SCOTT,
68,NEW,68,1,Desperate Man                                               ERIC CHURCH,2018-10-20,68,68,4,Desperate Man, ERIC CHURCH,
69,82,69,5,Speechless                                                  DAN + SHAY,2018-09-22,95,33,16,Speechless,DAN + SHAY,
70,69,48,15,Hotel Key                                                   OLD DOMINION,2018-07-14,93,48,19,Hotel Key, OLD DOMINION,
71,71,62,9,Lie                                                         NF,2018-08-25,96,48,18,Lie, NF,
72,80,67,8,Drunk Me                                                    MITCHELL TENPENNY,2018-09-01,83,53,19,Drunk Me,MITCHELL TENPENNY,
73,70,44,13,You Say                                                     LAUREN DAIGLE,2018-07-28,53,44,24,You Say, LAUREN DAIGLE,
74,56,56,2,"If I'm Lyin', I'm Flyin'                                    KODAK BLACK",2018-10-13,56,56,3,"If I'm Lyin', I'm Flyin'",KODAK BLACK,
75,84,75,7,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,2018-09-08,88,31,18,Dangerous, MEEK MILL featuring JEREMIH & PNB ROCK,
76,87,45,4,Better                                                      KHALID,2018-09-29,45,29,15,Better,KHALID,
77,67,51,12,Africa                                                      WEEZER,2018-08-04,86,51,14,Africa,WEEZER,
78,14,14,2,Dedicate                                                    LIL WAYNE,2018-10-13,14,14,2,Dedicate,LIL WAYNE,
79,NEW,79,1,Jumpsuit                                                    TWENTY ONE PILOTS,2018-10-20,79,79,1,Jumpsuit,TWENTY ONE PILOTS,
80,NEW,80,1,Belly                                                       LIL BABY & GUNNA,2018-10-20,80,80,1,Belly, LIL BABY & GUNNA,
81,NEW,81,1,My Blood                                                    TWENTY ONE PILOTS,2018-10-20,81,81,1,My Blood,TWENTY ONE PILOTS,
82,99,82,2,Lost In Japan                                               SHAWN MENDES x ZEDD,2018-10-13,99,48,13,Lost In Japan, SHAWN MENDES x ZEDD,
83,85,65,8,Promises                                                    CALVIN HARRIS & SAM SMITH,2018-09-01,65,65,12,Promises,CALVIN HARRIS & SAM SMITH,
84,77,61,7,The Way I Am                                                CHARLIE PUTH,2018-09-08,87,61,7,The Way I Am,CHARLIE PUTH,
85,94,47,3,No Stylist                                                  FRENCH MONTANA featuring DRAKE,2018-10-06,47,47,14,No Stylist,FRENCH MONTANA featuring DRAKE,
86,89,54,17,Medicine                                                    QUEEN NAIJA,2018-06-30,100,54,18,Medicine,QUEEN NAIJA,
87,95,86,4,Best Shot                                                   JIMMIE ALLEN,2018-09-29,97,46,15,Best Shot, JIMMIE ALLEN,
88,91,52,9,W O R K I N M E                                             QUAVO,2018-08-25,72,52,15,W O R K I N M E, QUAVO,
89,96,85,6,Hangin' On                                                  CHRIS YOUNG,2018-09-15,97,63,13,Hangin' On,CHRIS YOUNG,
90,88,69,11,That's On Me                                                YELLA BEEZY,2018-08-11,92,56,20,That's On Me,YELLA BEEZY,
91,17,17,2,Can't Be Broken                                             LIL WAYNE,2018-10-13,17,17,2,Can't Be Broken, LIL WAYNE,
92,92,75,12,Best Part                                                   DANIEL CAESAR featuring H.E.R.,2018-08-04,81,75,19,Best Part, DANIEL CAESAR featuring H.E.R.,
93,NEW,93,1,Maybe It's Time                                             BRADLEY COOPER,2018-10-20,93,93,1,Maybe It's Time, BRADLEY COOPER,
94,98,81,4,Leave Me Alone                                              FLIPP DINERO,2018-09-29,96,27,15,Leave Me Alone,FLIPP DINERO,
95,NEW,95,1,Nico And The Niners                                         TWENTY ONE PILOTS,2018-10-20,95,95,1,Nico And The Niners, TWENTY ONE PILOTS,
96,97,82,7,Drunk Girl                                                  CHRIS JANSON,2018-09-08,86,79,10,Drunk Girl,CHRIS JANSON,
97,NEW,97,1,Deep End                                                    LIL BABY,2018-10-20,97,97,1,Deep End,LIL BABY,
98,NEW,98,1,I Am                                                        LIL BABY & GUNNA,2018-10-20,98,98,1,I Am,LIL BABY & GUNNA,
99,83,35,15,"Sunrise, Sunburn, Sunset                                    LUKE BRYAN",2018-07-14,86,35,16,"Sunrise, Sunburn, Sunset",LUKE BRYAN,
100,NEW,100,1,Noticed                                                     LIL MOSEY,2018-10-20,100,80,8,Noticed, LIL MOSEY,
1,1,1,19,Girls Like You                                              MAROON 5 featuring CARDI B,2018-06-09,94,1,31,Girls Like You,MAROON 5 featuring CARDI B,
2,NEW,2,1,Mona Lisa                                                   LIL WAYNE featuring KENDRICK LAMAR,2018-10-13,2,2,8,Mona Lisa, LIL WAYNE featuring KENDRICK LAMAR,
3,2,2,21,Lucid Dreams                                                JUICE WRLD,2018-05-26,74,2,33,Lucid Dreams,JUICE WRLD,
